,Probability Buy,Probability Hold,Probability Sell,Prediction
0,0.21051570773124695,0.5943120718002319,0.1951722502708435,1
1,0.19800706207752228,0.6117151379585266,0.1902778148651123,1
2,0.3593435287475586,0.2936704158782959,0.3469860553741455,0
3,0.3422088623046875,0.24748720228672028,0.4103039801120758,2
4,0.3042905032634735,0.20965738594532013,0.48605212569236755,2
5,0.31274405121803284,0.2847754955291748,0.4024803638458252,2
6,0.28742581605911255,0.2141806185245514,0.49839356541633606,2
7,0.309286504983902,0.2656562924385071,0.42505717277526855,2
8,0.30287352204322815,0.2495591640472412,0.447567343711853,2
9,0.2800458073616028,0.2934340536594391,0.42652013897895813,2
10,0.27206432819366455,0.305851548910141,0.4220840334892273,2
11,0.2513049840927124,0.3942013084888458,0.3544936776161194,1
12,0.2562478184700012,0.36714333295822144,0.37660887837409973,2
13,0.24278241395950317,0.4457579255104065,0.3114596903324127,1
14,0.23577499389648438,0.47277793288230896,0.29144707322120667,1
15,0.2344657927751541,0.48199033737182617,0.2835439145565033,1
16,0.255421906709671,0.39293551445007324,0.35164257884025574,1
17,0.23380032181739807,0.4839669167995453,0.28223273158073425,1
18,0.23298227787017822,0.47815313935279846,0.2888646721839905,1
19,0.22466929256916046,0.5016998648643494,0.27363091707229614,1
20,0.21974153816699982,0.5053807497024536,0.2748776376247406,1
21,0.22482092678546906,0.5013756155967712,0.2738034129142761,1
22,0.23658372461795807,0.46514183282852173,0.2982743978500366,1
23,0.23132279515266418,0.47971999645233154,0.2889571785926819,1
24,0.23916661739349365,0.30825844407081604,0.45257502794265747,2
25,0.25385719537734985,0.39595478773117065,0.3501880466938019,1
26,0.24254052340984344,0.4319671094417572,0.32549235224723816,1
27,0.25447842478752136,0.37444040179252625,0.3710811138153076,1
28,0.21297362446784973,0.47790104150772095,0.30912545323371887,1
29,0.23561793565750122,0.44280463457107544,0.3215774893760681,1
30,0.20979009568691254,0.5103920102119446,0.2798178791999817,1
31,0.23008276522159576,0.4555491805076599,0.3143680989742279,1
32,0.20878013968467712,0.48384493589401245,0.3073749244213104,1
33,0.15773074328899384,0.6063666343688965,0.2359025925397873,1
34,0.16802796721458435,0.5850390195846558,0.2469329982995987,1
35,0.2143644243478775,0.48007965087890625,0.3055560290813446,1
36,0.24985186755657196,0.34363409876823425,0.40651407837867737,2
37,0.15757450461387634,0.6389819979667664,0.2034435272216797,1
38,0.22593681514263153,0.4616365432739258,0.3124266266822815,1
39,0.17937332391738892,0.5816851258277893,0.23894146084785461,1
40,0.16012312471866608,0.7027300596237183,0.13714681565761566,1
41,0.22391150891780853,0.6159948706626892,0.16009369492530823,1
42,0.20626819133758545,0.6471214890480042,0.14661021530628204,1
43,0.25140437483787537,0.5913217663764954,0.15727391839027405,1
44,0.25035810470581055,0.5560455918312073,0.19359633326530457,1
45,0.2119901329278946,0.6481798887252808,0.13982988893985748,1
46,0.2170710563659668,0.6480187773704529,0.1349102109670639,1
47,0.2536633610725403,0.5684468150138855,0.1778898388147354,1
48,0.26061517000198364,0.5769495368003845,0.16243518888950348,1
49,0.36334332823753357,0.4257902204990387,0.21086645126342773,1
50,0.2758235037326813,0.520858645439148,0.20331798493862152,1
51,0.4240855574607849,0.35813650488853455,0.21777790784835815,0
52,0.3762657046318054,0.399410605430603,0.22432363033294678,1
53,0.31655439734458923,0.4818752110004425,0.20157046616077423,1
54,0.2844516932964325,0.5494701862335205,0.16607822477817535,1
55,0.25013816356658936,0.5760146975517273,0.17384715378284454,1
56,0.25372233986854553,0.5746378302574158,0.17163977026939392,1
57,0.2648203372955322,0.5487593412399292,0.18642036616802216,1
58,0.2365589588880539,0.5896551012992859,0.17378592491149902,1
59,0.40121981501579285,0.43294814229011536,0.16583196818828583,1
60,0.5091574192047119,0.3217613697052002,0.1690812110900879,0
61,0.545299232006073,0.3148118555545807,0.1398889571428299,0
62,0.49150243401527405,0.33817794919013977,0.1703195571899414,0
63,0.5240153670310974,0.3014684319496155,0.1745162308216095,0
64,0.46537381410598755,0.3284192681312561,0.20620690286159515,0
65,0.38166627287864685,0.4017522931098938,0.2165815234184265,1
66,0.30988210439682007,0.4625900387763977,0.22752779722213745,1
67,0.25880610942840576,0.5276743173599243,0.21351946890354156,1
68,0.29472053050994873,0.4417779743671417,0.2635015547275543,1
69,0.2540980577468872,0.5444818139076233,0.20142017304897308,1
70,0.24771657586097717,0.5530727505683899,0.19921064376831055,1
71,0.25440898537635803,0.5168019533157349,0.2287890762090683,1
72,0.2556155025959015,0.4988219738006592,0.24556255340576172,1
73,0.26006948947906494,0.5014620423316956,0.2384684532880783,1
74,0.34913182258605957,0.36929085850715637,0.2815772294998169,1
75,0.29658055305480957,0.4112163782119751,0.2922031283378601,1
76,0.29364773631095886,0.45389217138290405,0.2524600923061371,1
77,0.3890647292137146,0.3313336670398712,0.27960166335105896,0
78,0.36705324053764343,0.3637845814228058,0.2691621780395508,0
79,0.3273544907569885,0.4270070195198059,0.2456384003162384,1
80,0.3924161493778229,0.341596394777298,0.2659875154495239,0
81,0.40733516216278076,0.3369862139225006,0.25567862391471863,0
82,0.41678282618522644,0.3314845561981201,0.25173261761665344,0
83,0.37825438380241394,0.34281811118125916,0.2789275646209717,0
84,0.47110751271247864,0.24133457243442535,0.287557989358902,0
85,0.45315977931022644,0.26047369837760925,0.2863665521144867,0
86,0.4670732021331787,0.2850237786769867,0.24790295958518982,0
87,0.4237303137779236,0.2853356897830963,0.29093390703201294,0
88,0.40650731325149536,0.32788389921188354,0.2656087577342987,0
89,0.4160115420818329,0.3302061855792999,0.25378233194351196,0
90,0.49928805232048035,0.30434849858283997,0.19636346399784088,0
91,0.5172719955444336,0.3508644104003906,0.1318635642528534,0
92,0.473336398601532,0.39860063791275024,0.12806302309036255,0
93,0.4884848892688751,0.40655121207237244,0.1049639955163002,0
94,0.43295490741729736,0.4569612443447113,0.11008381843566895,1
95,0.573251485824585,0.30967727303504944,0.1170712560415268,0
