,Probability Hold,Probability Buy,Probability Sell,Prediction
0,0.16921180486679077,0.7576661109924316,0.07312221080064774,1
1,0.16468755900859833,0.7702124118804932,0.06510011106729507,1
2,0.1625431329011917,0.7869870066642761,0.05046980082988739,1
3,0.15885253250598907,0.7972634434700012,0.04388401284813881,1
4,0.15398572385311127,0.8042184710502625,0.04179580137133598,1
5,0.14793013036251068,0.8188785910606384,0.033191416412591934,1
6,0.14808036386966705,0.8062886595726013,0.045630987733602524,1
7,0.13613475859165192,0.809059739112854,0.0548054464161396,1
8,0.07360641658306122,0.8608435988426208,0.06555003672838211,1
9,0.10199569165706635,0.8452571630477905,0.05274704471230507,1
10,0.07889222353696823,0.7233622670173645,0.19774547219276428,1
11,0.12216541171073914,0.6463877558708191,0.231446772813797,1
12,0.12897522747516632,0.6188157796859741,0.2522088885307312,1
13,0.1170744001865387,0.5562846064567566,0.32664090394973755,1
14,0.12155663967132568,0.5551877617835999,0.3232555687427521,1
15,0.17782725393772125,0.5691590905189514,0.2530136704444885,1
16,0.19499698281288147,0.6057756543159485,0.19922731816768646,1
17,0.16379329562187195,0.5136628150939941,0.3225439190864563,1
18,0.16117475926876068,0.5042144060134888,0.33461084961891174,1
19,0.15668638050556183,0.5048531889915466,0.33846038579940796,1
20,0.22976304590702057,0.5019885301589966,0.26824837923049927,1
21,0.22841040790081024,0.4923913776874542,0.27919822931289673,1
22,0.2249467819929123,0.5187375545501709,0.256315678358078,1
23,0.20868134498596191,0.5100218057632446,0.28129690885543823,1
24,0.21588917076587677,0.5621140599250793,0.22199681401252747,1
25,0.21048089861869812,0.5986045598983765,0.19091463088989258,1
26,0.19238458573818207,0.5493596196174622,0.25825589895248413,1
27,0.19094853103160858,0.5642452836036682,0.2448061853647232,1
28,0.1912805587053299,0.5655823349952698,0.24313709139823914,1
29,0.19333447515964508,0.5867297649383545,0.21993578970432281,1
30,0.19081316888332367,0.6472915410995483,0.16189533472061157,1
31,0.19766247272491455,0.6249648928642273,0.17737258970737457,1
32,0.18850503861904144,0.6986078023910522,0.11288726329803467,1
33,0.17375986278057098,0.7465550303459167,0.0796850249171257,1
34,0.19312530755996704,0.6361972689628601,0.1706775277853012,1
35,0.19538305699825287,0.6289838552474976,0.17563314735889435,1
36,0.19152766466140747,0.7242733240127563,0.08419907093048096,1
37,0.17774732410907745,0.7817133665084839,0.04053940251469612,1
38,0.17354555428028107,0.7973299026489258,0.02912452630698681,1
39,0.16886326670646667,0.8014523386955261,0.02968442253768444,1
40,0.1644286811351776,0.8047364354133606,0.030834829434752464,1
41,0.1328669637441635,0.8458516597747803,0.021281495690345764,1
42,0.1572306901216507,0.8269569277763367,0.015812337398529053,1
43,0.12385718524456024,0.862112820148468,0.014029951766133308,1
44,0.13440264761447906,0.8499169945716858,0.015680324286222458,1
45,0.12664112448692322,0.8599810004234314,0.013377759605646133,1
46,0.13873717188835144,0.8476410508155823,0.013621784746646881,1
47,0.11995662748813629,0.8670321106910706,0.013011212460696697,1
48,0.1256989985704422,0.85981684923172,0.014484116807579994,1
